,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7
1930,YUMS x2,PAY,Gift cards,Italian,Accepting my yums,,,
1931,YUMS x2,MICHELIN,INSIDER,PAY,Gift cards,Italian,,
1932,YUMS x2,PAY,Gift cards,Lebanese,,,,
1933,YUMS x2,INSIDER,PAY,Gift cards,Italian,,,
1934,YUMS x2,European,,,,,,
1935,YUMS x2,MICHELIN,INSIDER,PAY,Gift cards,Seafood,Accepting my yums,
1936,YUMS x2,INSIDER,PAY,Gift cards,Sardo,,,
1937,YUMS x2,INSIDER,PAY,Gift cards,Italian,Accepting my yums,,
1938,YUMS x2,INSIDER,PAY,Gift cards,Piemontese,,,
1939,YUMS x2,INSIDER,PAY,Gift cards,Siciliano,,,
1940,YUMS x2,INSIDER,French,,,,,
1941,YUMS x2,INSIDER,Meat Cuisine,Accepting my yums,,,,
1942,YUMS x2,INSIDER,PAY,Gift cards,Toscano,,,
1943,YUMS x2,INSIDER,French,,,,,
1944,YUMS x2,INSIDER,PAY,Gift cards,,,,
1945,YUMS x2,International food,,,,,,
1946,YUMS x2,Italian,,,,,,
1947,Japanese,,,,,,,
1948,International food,,,,,,,
1949,Indian,,,,,,,
1950,YUMS x2,Italian,,,,,,
1951,Portuguese,,,,,,,
1952,YUMS x2,International food,,,,,,
1953,Pizzeria,,,,,,,
1954,Portuguese,,,,,,,
1955,International,,,,,,,
1956,Nepalese,,,,,,,
1957,Mediterranean,,,,,,,
1958,Mediterranean,,,,,,,
1959,International,,,,,,,
1960,Portuguese,,,,,,,
1961,European,Accepting my yums,,,,,,
1962,Mediterranean,,,,,,,
1963,Portuguese,,,,,,,
1964,Fusion,,,,,,,
1965,INSIDER,Portuguese,,,,,,
1966,INSIDER,International food,,,,,,
1967,International,,,,,,,
1968,Indian,,,,,,,
1969,INSIDER,Japanese,,,,,,
1970,Portuguese,,,,,,,
1971,Italian,,,,,,,
1972,INSIDER,Japanese,,,,,,
1973,European,,,,,,,
1974,Italian,,,,,,,
1975,Indian,,,,,,,
1976,Seafood,,,,,,,
1977,Italian,,,,,,,
1978,Mediterranean,,,,,,,
1979,Italian,,,,,,,
1980,Portuguese,,,,,,,
1981,Portuguese,,,,,,,
1982,International,,,,,,,
1983,Italian,,,,,,,
1984,Vegan cuisine,,,,,,,
1985,Steakhouse,Accepting my yums,,,,,,
1986,International,,,,,,,
1987,Portuguese,,,,,,,
1988,Indian,,,,,,,
1989,Steakhouse,,,,,,,
1990,Traditional cuisine,,,,,,,
1991,Greek,,,,,,,
1992,International,,,,,,,
1993,Mediterranean,,,,,,,
1994,Regional,Accepting my yums,,,,,,
1995,YUMS x2,MICHELIN,INSIDER,Mediterranean,Accepting my yums,Welcome,,
1996,YUMS x2,MICHELIN,French,Accepting my yums,,,,
1997,YUMS x2,MICHELIN,INSIDER,French,,,,
1998,YUMS x2,MICHELIN,British,,,,,
1999,YUMS x2,MICHELIN,INSIDER,French,,,,
2000,YUMS x2,MICHELIN,INSIDER,PAY,Gift cards,French,,
2001,YUMS x2,MICHELIN,INSIDER,Spanish,Welcome,,,
2002,YUMS x2,MICHELIN,INSIDER,Catalan,Welcome,,,
2003,YUMS x2,MICHELIN,Fusion,Accepting my yums,,,,
2004,YUMS x2,Steakhouse,Accepting my yums,,,,,
2005,YUMS x2,MICHELIN,INSIDER,Mediterranean,Welcome,,,
2006,YUMS x2,MICHELIN,INSIDER,French,,,,
2007,YUMS x2,MICHELIN,INSIDER,French,,,,
2008,YUMS x2,Eritrean,,,,,,
2009,YUMS x2,MICHELIN,French,,,,,
2010,YUMS x2,MICHELIN,INSIDER,French,,,,
2011,MICHELIN,PAY,Gift cards,Mediterranean,Welcome,,,
2012,YUMS x2,INSIDER,PAY,Gift cards,French,Accepting my yums,,
2013,YUMS x2,INSIDER,PAY,Gift cards,Italian,Accepting my yums,,
2014,YUMS x2,Mediterranean,,,,,,
2015,YUMS x2,PAY,Gift cards,Meat Cuisine,Accepting my yums,,,
2016,YUMS x2,MICHELIN,INSIDER,French,,,,
2017,YUMS x2,Eritrean,,,,,,
2018,YUMS x2,INSIDER,PAY,Gift cards,Meat Cuisine,,,
2019,YUMS x2,European,,,,,,
2020,YUMS x2,INSIDER,Meat Cuisine,Accepting my yums,,,,
2021,YUMS x2,European,Accepting my yums,,,,,
2022,YUMS x2,INSIDER,French,,,,,
2023,YUMS x2,MICHELIN,INSIDER,PAY,Gift cards,Italian,,
2024,MICHELIN,Local,,,,,,
2025,YUMS x2,MICHELIN,PAY,INSIDER,Gift cards,Mediterranean,Accepting my yums,Welcome
2026,YUMS x2,MICHELIN,INSIDER,Gift cards,French,Accepting my yums,,
2027,YUMS x2,INSIDER,PAY,Gift cards,Campano,Accepting my yums,,
2028,YUMS x2,INSIDER,Italian,,,,,
2029,YUMS x2,European,,,,,,
2030,MICHELIN,PAY,Gift cards,Mediterranean,Welcome,,,
2031,YUMS x2,INSIDER,PAY,Gift cards,Mediterranean,,,
2032,YUMS x2,Steakhouse,,,,,,
2033,YUMS x2,Fusion,,,,,,
2034,YUMS x2,Indian,,,,,,
2035,YUMS x2,INSIDER,Corsican,Accepting my yums,,,,
2036,YUMS x2,INSIDER,French,,,,,
2037,YUMS x2,INSIDER,International,Accepting my yums,,,,
2038,YUMS x2,PAY,Gift cards,Italian,,,,
2039,YUMS x2,PAY,Gift cards,Fusion,Welcome,,,
2040,YUMS x2,Japanese,,,,,,
2041,YUMS x2,INSIDER,PAY,Gift cards,Veneziano,,,
2042,YUMS x2,Asian,,,,,,
2043,Portuguese,,,,,,,
2044,YUMS x2,MICHELIN,PAY,Gift cards,Welcome,,,
2045,YUMS x2,Mediterranean,Accepting my yums,,,,,
2046,European,,,,,,,
2047,Portuguese,,,,,,,
2048,Italian,,,,,,,
2049,MICHELIN,INSIDER,Portuguese,,,,,
2050,Portuguese,,,,,,,
2051,Italian,,,,,,,
2052,Portuguese,,,,,,,
2053,Mediterranean,,,,,,,
2054,Japanese,,,,,,,
2055,Vegetarian,,,,,,,
2056,Mediterranean,,,,,,,
2057,Portuguese,,,,,,,
2058,Italian,,,,,,,
2059,Italian,,,,,,,
2060,Portuguese,,,,,,,
2061,Indian,,,,,,,
2062,Mediterranean,,,,,,,
2063,Mediterranean,,,,,,,
2064,INSIDER,European,,,,,,
2065,Portuguese,,,,,,,
2066,Mediterranean,,,,,,,
2067,YUMS x2,International food,,,,,,
2068,YUMS x2,Italian,,,,,,
2069,Japanese,,,,,,,
2070,International food,,,,,,,
2071,Indian,,,,,,,
2072,YUMS x2,Italian,,,,,,
2073,Portuguese,,,,,,,
2074,YUMS x2,International food,,,,,,
2075,Pizzeria,,,,,,,
2076,Portuguese,,,,,,,
2077,International,,,,,,,
2078,Nepalese,,,,,,,
2079,Mediterranean,,,,,,,
2080,Mediterranean,,,,,,,
2081,International,,,,,,,
2082,Portuguese,,,,,,,
2083,European,Accepting my yums,,,,,,
2084,Mediterranean,,,,,,,
2085,Portuguese,,,,,,,
2086,Fusion,,,,,,,
2087,INSIDER,Portuguese,,,,,,
2088,INSIDER,International food,,,,,,
2089,International,,,,,,,
2090,Indian,,,,,,,
2091,INSIDER,Japanese,,,,,,
2092,Portuguese,,,,,,,
2093,Italian,,,,,,,
2094,INSIDER,Japanese,,,,,,
2095,European,,,,,,,
2096,Italian,,,,,,,
2097,Indian,,,,,,,
2098,Seafood,,,,,,,
2099,Italian,,,,,,,
2100,Mediterranean,,,,,,,
2101,Italian,,,,,,,
2102,Portuguese,,,,,,,
2103,Portuguese,,,,,,,
2104,International,,,,,,,
2105,Italian,,,,,,,
2106,Vegan cuisine,,,,,,,
2107,Steakhouse,Accepting my yums,,,,,,
2108,International,,,,,,,
2109,Portuguese,,,,,,,
2110,Indian,,,,,,,
2111,Steakhouse,,,,,,,
2112,Traditional cuisine,,,,,,,
2113,Greek,,,,,,,
2114,International,,,,,,,
2115,Mediterranean,,,,,,,
2116,Regional,Accepting my yums,,,,,,
2117,YUMS x2,MICHELIN,INSIDER,Mediterranean,Accepting my yums,Welcome,,
2118,YUMS x2,MICHELIN,French,Accepting my yums,,,,
2119,YUMS x2,MICHELIN,INSIDER,French,,,,
2120,YUMS x2,MICHELIN,British,,,,,
2121,YUMS x2,MICHELIN,INSIDER,French,,,,
2122,YUMS x2,MICHELIN,INSIDER,PAY,Gift cards,French,,
2123,YUMS x2,MICHELIN,INSIDER,Spanish,Welcome,,,
2124,YUMS x2,MICHELIN,INSIDER,Catalan,Welcome,,,
2125,YUMS x2,MICHELIN,Fusion,Accepting my yums,,,,
2126,YUMS x2,Steakhouse,Accepting my yums,,,,,
2127,YUMS x2,MICHELIN,INSIDER,Mediterranean,Welcome,,,
2128,YUMS x2,MICHELIN,INSIDER,French,,,,
2129,YUMS x2,MICHELIN,INSIDER,French,,,,
2130,YUMS x2,Eritrean,,,,,,
2131,YUMS x2,MICHELIN,French,,,,,
2132,YUMS x2,MICHELIN,INSIDER,French,,,,
2133,MICHELIN,PAY,Gift cards,Mediterranean,Welcome,,,
2134,YUMS x2,INSIDER,PAY,Gift cards,French,Accepting my yums,,
2135,YUMS x2,INSIDER,PAY,Gift cards,Italian,Accepting my yums,,
2136,YUMS x2,Mediterranean,,,,,,
2137,YUMS x2,PAY,Gift cards,Meat Cuisine,Accepting my yums,,,
2138,YUMS x2,MICHELIN,INSIDER,French,,,,
2139,YUMS x2,Eritrean,,,,,,
2140,YUMS x2,INSIDER,PAY,Gift cards,Meat Cuisine,,,
2141,YUMS x2,European,,,,,,
2142,YUMS x2,INSIDER,Meat Cuisine,Accepting my yums,,,,
2143,YUMS x2,European,Accepting my yums,,,,,
2144,YUMS x2,INSIDER,French,,,,,
2145,YUMS x2,MICHELIN,INSIDER,PAY,Gift cards,Italian,,
2146,MICHELIN,Local,,,,,,
2147,YUMS x2,MICHELIN,PAY,INSIDER,Gift cards,Mediterranean,Accepting my yums,Welcome
2148,YUMS x2,MICHELIN,INSIDER,Gift cards,French,Accepting my yums,,
2149,YUMS x2,INSIDER,PAY,Gift cards,Campano,Accepting my yums,,
2150,YUMS x2,INSIDER,Italian,,,,,
2151,YUMS x2,European,,,,,,
2152,MICHELIN,PAY,Gift cards,Mediterranean,Welcome,,,
2153,YUMS x2,INSIDER,PAY,Gift cards,Mediterranean,,,
2154,YUMS x2,Steakhouse,,,,,,
2155,YUMS x2,Fusion,,,,,,
2156,YUMS x2,Indian,,,,,,
2157,YUMS x2,INSIDER,Corsican,Accepting my yums,,,,
2158,YUMS x2,INSIDER,French,,,,,
2159,YUMS x2,INSIDER,International,Accepting my yums,,,,
2160,YUMS x2,PAY,Gift cards,Italian,,,,
2161,YUMS x2,PAY,Gift cards,Fusion,Welcome,,,
2162,YUMS x2,Japanese,,,,,,
2163,YUMS x2,INSIDER,PAY,Gift cards,Veneziano,,,
2164,YUMS x2,Asian,,,,,,
2165,Portuguese,,,,,,,
2166,YUMS x2,MICHELIN,PAY,Gift cards,Welcome,,,
2167,YUMS x2,Mediterranean,Accepting my yums,,,,,
2168,European,,,,,,,
2169,Portuguese,,,,,,,
2170,Italian,,,,,,,
2171,MICHELIN,INSIDER,Portuguese,,,,,
2172,Portuguese,,,,,,,
2173,Italian,,,,,,,
2174,Portuguese,,,,,,,
2175,Mediterranean,,,,,,,
2176,Japanese,,,,,,,
2177,Vegetarian,,,,,,,
2178,Mediterranean,,,,,,,
2179,Portuguese,,,,,,,
2180,Italian,,,,,,,
2181,Italian,,,,,,,
2182,Portuguese,,,,,,,
2183,Indian,,,,,,,
2184,Mediterranean,,,,,,,
2185,Mediterranean,,,,,,,
2186,INSIDER,European,,,,,,
2187,Portuguese,,,,,,,
2188,Mediterranean,,,,,,,
2189,YUMS x2,Mediterranean,,,,,,
2190,Brazilian,,,,,,,
2191,European,,,,,,,
2192,Portuguese,,,,,,,
2193,Varied,,,,,,,
2194,INSIDER,Mediterranean,,,,,,
2195,Portuguese,,,,,,,
2196,Portuguese,,,,,,,
2197,Portuguese,,,,,,,
2198,Portuguese,,,,,,,
2199,Portuguese,,,,,,,
2200,Portuguese,,,,,,,
2201,Portuguese,,,,,,,
2202,Portuguese,,,,,,,
2203,Portuguese,,,,,,,
2204,Portuguese,,,,,,,
2205,International,,,,,,,
2206,Mediterranean,,,,,,,
2207,Portuguese,,,,,,,
2208,YUMS x2,Portuguese,,,,,,
2209,INSIDER,Portuguese,,,,,,
2210,YUMS x2,Chinese,,,,,,
2211,Portuguese,,,,,,,
2212,INSIDER,Regional,,,,,,
2213,Mediterranean,,,,,,,
2214,Portuguese,,,,,,,
2215,Grilled,,,,,,,
2216,Portuguese,,,,,,,
2217,Portuguese,,,,,,,
2218,Regional,,,,,,,
2219,International food,,,,,,,
2220,INSIDER,Portuguese,,,,,,
2221,Portuguese,,,,,,,
2222,Portuguese,,,,,,,
2223,YUMS x2,European,,,,,,
2224,Mediterranean,,,,,,,
2225,YUMS x2,Japanese,,,,,,
2226,YUMS x2,International,Accepting my yums,,,,,
2227,YUMS x2,INSIDER,European,Accepting my yums,,,,
2228,European,,,,,,,
2229,Portuguese,,,,,,,
2230,YUMS x2,INSIDER,Portuguese,,,,,
2231,YUMS x2,Steakhouse,Accepting my yums,,,,,
2232,International food,,,,,,,
2233,INSIDER,Mexican,,,,,,
2234,YUMS x2,Portuguese,,,,,,
2235,Portuguese,,,,,,,
2236,Asian,,,,,,,
2237,Portuguese,,,,,,,
2238,Mediterranean,,,,,,,
2239,Italian,,,,,,,
2240,International food,,,,,,,
2241,Portuguese,,,,,,,
2242,Nepalese,,,,,,,
2243,Portuguese,,,,,,,
2244,Italian,,,,,,,
2245,Japanese,,,,,,,
2246,Meat Cuisine,,,,,,,
2247,Portuguese,,,,,,,
2248,Portuguese,,,,,,,
2249,Steakhouse,,,,,,,
2250,Portuguese,,,,,,,
2251,Varied,,,,,,,
2252,YUMS x2,Portuguese,,,,,,
2253,YUMS x2,Asian,,,,,,
2254,INSIDER,Mediterranean,,,,,,
2255,European,,,,,,,
2256,Fusion,,,,,,,
2257,International,,,,,,,
2258,Portuguese,,,,,,,
2259,YUMS x2,International,Accepting my yums,,,,,
2260,YUMS x2,Mediterranean,,,,,,
2261,European,,,,,,,
2262,YUMS x2,Portuguese,Accepting my yums,,,,,
2263,American,,,,,,,
2264,Italian,,,,,,,
2265,American,,,,,,,
2266,Mediterranean,,,,,,,
2267,Mexican,,,,,,,
2268,Steakhouse,,,,,,,
2269,INSIDER,Portuguese,,,,,,
2270,Portuguese,,,,,,,
2271,Vegan cuisine,,,,,,,
2272,Portuguese,,,,,,,
2273,Vietnamese,,,,,,,
2274,Portuguese,,,,,,,
2275,Portuguese,,,,,,,
2276,Fusion,,,,,,,
2277,Portuguese,,,,,,,
2278,Italian,,,,,,,
2279,European,,,,,,,
2280,Portuguese,,,,,,,
2281,INSIDER,Vegan cuisine,,,,,,
2282,International food,,,,,,,
2283,Brazilian,,,,,,,
2284,Portuguese,,,,,,,
2285,Pizzeria,,,,,,,
2286,INSIDER,Steakhouse,,,,,,
2287,INSIDER,Japanese,,,,,,
2288,MICHELIN,INSIDER,Portuguese,,,,,
2289,International,,,,,,,
2290,Asian,,,,,,,
2291,Mediterranean,,,,,,,
2292,Portuguese,,,,,,,
2293,Portuguese,,,,,,,
2294,Local,,,,,,,
2295,INSIDER,Steakhouse,,,,,,
2296,International,,,,,,,
2297,Portuguese,,,,,,,
2298,Japanese,,,,,,,
2299,INSIDER,Portuguese,,,,,,
2300,Vietnamese,,,,,,,
2301,INSIDER,European,,,,,,
2302,International food,,,,,,,
2303,Portuguese,,,,,,,
2304,INSIDER,Mediterranean,,,,,,
2305,INSIDER,International food,,,,,,
2306,INSIDER,Mediterranean,,,,,,
2307,Argentinian,,,,,,,
2308,Portuguese,Accepting my yums,,,,,,
2309,Mediterranean,,,,,,,
2310,Portuguese,,,,,,,
2311,Steakhouse,,,,,,,
2312,INSIDER,International,,,,,,
2313,European,,,,,,,
2314,Brazilian,,,,,,,
2315,Portuguese,,,,,,,
2316,INSIDER,Italian,,,,,,
2317,Mediterranean,,,,,,,
2318,Pizzeria,,,,,,,
2319,INSIDER,Portuguese,Accepting my yums,,,,,
2320,European,,,,,,,
2321,Varied,,,,,,,
2322,Portuguese,,,,,,,
2323,Pizzeria,,,,,,,
2324,INSIDER,Japanese,,,,,,
2325,Japanese,,,,,,,
2326,Portuguese,,,,,,,
2327,INSIDER,Japanese,,,,,,
2328,Italian,,,,,,,
2329,INSIDER,Portuguese,,,,,,
2330,Pizzeria,,,,,,,
2331,INSIDER,Mediterranean,,,,,,
2332,Mediterranean,,,,,,,
2333,INSIDER,Mediterranean,,,,,,
2334,European,,,,,,,
2335,Portuguese,,,,,,,
2336,INSIDER,European,,,,,,
2337,European,,,,,,,
2338,Portuguese,,,,,,,
2339,Mediterranean,,,,,,,
2340,Asian,,,,,,,
2341,Italian,,,,,,,
2342,Vietnamese,,,,,,,
2343,INSIDER,Japanese,,,,,,
2344,Meat Cuisine,,,,,,,
2345,Portuguese,,,,,,,
2346,YUMS x2,Pizzeria,,,,,,
2347,American,,,,,,,
2348,INSIDER,International food,,,,,,
2349,Brazilian,,,,,,,
2350,MICHELIN,INSIDER,Japanese,,,,,
2351,International food,,,,,,,
2352,European,,,,,,,
2353,Local,,,,,,,
2354,Portuguese,,,,,,,
2355,Portuguese,,,,,,,
2356,INSIDER,Mediterranean,,,,,,
2357,Portuguese,,,,,,,
2358,International food,,,,,,,
2359,Portuguese,,,,,,,
2360,Japanese,,,,,,,
2361,European,,,,,,,
2362,Pizzeria,,,,,,,
2363,Mediterranean,,,,,,,
2364,Portuguese,,,,,,,
2365,Portuguese,,,,,,,
2366,Portuguese,,,,,,,
2367,Portuguese,,,,,,,
2368,Portuguese,,,,,,,
2369,Vegetarian,,,,,,,
2370,Portuguese,,,,,,,
2371,Steakhouse,,,,,,,
2372,INSIDER,Portuguese,,,,,,
2373,Japanese,,,,,,,
2374,Japanese,,,,,,,
2375,INSIDER,International food,,,,,,
2376,International food,,,,,,,
2377,European,,,,,,,
2378,International food,,,,,,,
2379,Mediterranean,,,,,,,
2380,Indian,,,,,,,
2381,Regional,,,,,,,
2382,Mediterranean,Accepting my yums,,,,,,
2383,Mediterranean,,,,,,,
2384,Portuguese,,,,,,,
2385,Pizzeria,,,,,,,
2386,Portuguese,,,,,,,
2387,European,,,,,,,
2388,European,,,,,,,
2389,Pizzeria,,,,,,,
2390,Varied,,,,,,,
2391,Portuguese,,,,,,,
2392,Varied,,,,,,,
2393,Korean,,,,,,,
2394,European,Accepting my yums,,,,,,
2395,European,,,,,,,
2396,Brazilian,,,,,,,
2397,Portuguese,,,,,,,
2398,Fusion,,,,,,,
2399,European,,,,,,,
2400,Mediterranean,,,,,,,
2401,MICHELIN,INSIDER,International food,,,,,
2402,INSIDER,Local,,,,,,
2403,International,,,,,,,
2404,Steakhouse,,,,,,,
2405,Vegetarian,,,,,,,
2406,European,,,,,,,
2407,Pizzeria,,,,,,,
2408,Mediterranean,,,,,,,
2409,Portuguese,,,,,,,
2410,Portuguese,,,,,,,
2411,Italian,,,,,,,
2412,Spanish,Accepting my yums,,,,,,
2413,European,,,,,,,
2414,International food,,,,,,,
