restaurantID,name_standard,cuisine_standard,style_standard,city_standard,location_standard,paymentsSummarystr_standard
409469,baixamar lisboa mariscos petiscos,seafood,good for families,almada,lisboa,credit card mastercard visa
741570,carnivoro steak wine friends,steakhouse,fine dining,almada,sobreda,credit card mastercard mbway visa
728295,pastanaga,portuguese,central location,almada,lisboa,mastercard mbway visa visa electron
461795,casanostra,italian,good for business lunch,almada,lisboa,credit card visa
756021,pica pau,portuguese,central location,almada,lisboa,credit card mastercard mbway visa
745238,rocco ristorante,italian,after work,almada,lisboa,american express credit card mastercard mbway visa
77090,vicente by carnalentejana,steakhouse,after work,almada,lisboa,credit card mastercard visa
698431,boteco by chef kiko martins,steakhouse,after work,almada,lisboa,credit card mastercard mbway visa
577607,frade,portuguese,author,almada,lisboa,credit card mbway
738493,zerozero principe real,italian,central location,almada,lisboa,american express credit card mastercard visa
665233,severa fado,portuguese,traditional,almada,lisbon,american express credit card diners club card mastercard visa visa electron
360537,oficio,portuguese,good for families,almada,lisboa,credit card mastercard visa
354061,terraco de belem,portuguese,after work,almada,lisboa,credit card mastercard visa
750329,loco,international,author,almada,lisboa,american express credit card mastercard visa
800823,tasca by maria peixeira,portuguese,central location,almada,lisboa,credit card maestro card mastercard visa visa electron
625027,floresta das escadinhas,portuguese,good for families,almada,lisboa,credit card visa visa electron
65044,oficina do duque,portuguese,contemporary cuisine,almada,lisboa,credit card mastercard visa
640599,ha piteu bistro bar,mediterranean,bistro,almada,lisboa,cash
455771,estrela da bica,fusion,cosy,almada,lisboa,visa electron
470727,mar ao largo,portuguese,good for business lunch,almada,lisboa,credit card visa
738746,chutnify lisboa,indian,not available,almada,lisboa,credit card
755311,book restaurante terrace,portuguese,contemporary cuisine,almada,lisboa,american express credit card mastercard visa
749926,chickinho lx,portuguese,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
518319,tre bambu,vietnamese,fine dining,almada,lisboa,credit card visa
64443,as salgadeiras,portuguese,romantic,almada,lisboa,american express mastercard visa
316663,honorato chiado,american,author,almada,lisboa,american express credit card mastercard visa
801594,seventh brunch chiado,european,bistro,almada,lisboa,credit card maestro card mbway visa electron
73171,sao jorge,portuguese,good for groups,almada,lisboa,credit card mastercard visa
744129,cervejaria sem vergonha,seafood,after work,almada,lisboa,credit card mastercard mbway visa
721913,sumaya,lebanese,central location,almada,lisboa,mastercard mbway visa
473965,figu,portuguese,not available,almada,lisboa,credit card mastercard visa
66684,cafetaria mensagem altis belem hotel spa,international,good for business lunch,almada,lisboa,credit card mastercard visa
77730,limoncello,pizzeria,after work,almada,lisboa,american express credit card mastercard visa
745712,alma,portuguese,not available,almada,lisboa,american express credit card mastercard mbway visa
328423,tripeiro,portuguese,after work,almada,lisboa,credit card mastercard visa
589449,la tagliatella santos,italian,birthday,almada,lisboa,credit card mastercard visa voucher
608283,mezzogiorno,italian,good for business lunch,almada,lisbon,american express credit card mastercard visa visa electron
748901,lovecraft gastropub lisboa,american,homemade cuisine,almada,lisboa,credit card maestro card mastercard visa visa electron
326269,soi asian street food,asian,good for groups,almada,lisboa,credit card visa
719733,pharmacia felicidade,portuguese,after work,almada,lisboa,credit card mastercard visa
665029,franguinho do principe,brazilian,homemade cuisine,almada,lisboa,credit card mastercard visa visa electron
714835,cheers burger,international,good for groups,almada,corroios,credit card visa
727894,associacao do fado casto casa de fados,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
307203,minhota da prata,portuguese,after work,almada,lisboa,
625547,casa dos pecados,european,from market,almada,lisbon,apple pay mastercard visa visa electron
754537,vamos ao algarve restaurante fado,portuguese,central location,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
649767,fumeiro,portuguese,after work,almada,lisboa,visa visa electron
703059,machimbombo,international,after work,almada,lisboa,credit card mastercard visa visa electron
393761,taberna dos ferreiros,mediterranean,good for groups,almada,lisboa,credit card visa
615329,restaurant chulho bar,indian,good for families,almada,lisbon,visa visa electron
64516,taberna iberica,spanish,live music,almada,lisboa,american express mastercard visa
738449,tabica bistro,portuguese,contemporary cuisine,almada,lisboa,visa
738896,go lisboa rooftop,vegetarian,contemporary cuisine,almada,lisboa,american express credit card diners club card maestro card mastercard visa visa electron voucher
698619,taverna alcantara,european,after work,almada,lisboa,mbway visa electron
694149,descarado,international,after work,almada,lisboa,credit card mastercard mbway visa
730856,sul osteria do povo,italian,good for groups,almada,lisboa,mastercard visa visa electron
497965,koppu ramen izakaya,japanese,contemporary cuisine,almada,lisboa,credit card visa
64430,tasca da esquina,portuguese,good for business lunch,almada,lisboa,credit card mastercard visa
744327,volta dos sabores,portuguese,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
271615,adega ja fumega,portuguese,good for groups,almada,lisboa,credit card diners club card mastercard visa voucher
64911,varina da madragoa,portuguese,romantic,almada,lisbon,mastercard visa
329195,doca seis,portuguese,not available,almada,lisboa,american express credit card visa
664311,tasca do teimoso,portuguese,central location,almada,lisbon,credit card
464373,portugalia belem,seafood,after work,almada,lisboa,american express credit card mastercard visa
803333,no mames wey campo de ourique,mexican,central location,almada,lisboa,credit card maestro card
745711,tapisco,portuguese,author,almada,lisboa,american express credit card mastercard mbway visa
736553,piazza sicilia osteria di michele bono,italian,not available,almada,lisboa,
659381,sabor do bacalhau,portuguese,after work,almada,lisbon,cash credit card maestro card mastercard visa
754432,powerplant,vegan cuisine,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
732009,carmo rooftop,international,good for groups,almada,lisboa,visa visa electron
714458,tasca do jaime alfama,portuguese,after work,almada,lisboa,cash
64727,le petit cafe,french,good for business lunch,almada,lisboa,mastercard visa
671145,taqueria do cais,mexican,central location,almada,lisboa,
682389,restaurante da se,pizzeria,after work,almada,lisboa,credit card mastercard visa visa electron
66710,travessa,international,good for business lunch,almada,lisbon,american express mastercard visa
281337,cr7 corner bar bistro,international,bistro,almada,lisboa,american express credit card mastercard visa
64423,solar dos nunes,portuguese,after work,almada,lisboa,credit card mastercard visa
731774,chapito mesa patio,portuguese,terrace,almada,lisboa,visa visa electron
286371,labios de mosto,portuguese,not available,almada,lisboa,credit card
485867,maria xica brunch tapas,portuguese,healthy old,caldas da rainha,caldas da rainha,
807228,ti ascencao,portuguese,bistro,caldas da rainha,caldas da rainha,cash
214521,lisbonense,international,contemporary cuisine,caldas da rainha,caldas da rainha,american express credit card mastercard visa
627771,funky sushi bar,japanese,after work,caldas da rainha,caldas da rainha,credit card mastercard visa visa electron
805620,canastra,portuguese,central location,caldas da rainha,obidos,american express credit card maestro card mastercard visa visa electron
566951,patio lagoa,portuguese,after work,caldas da rainha,vau,bancontact credit card mastercard visa visa electron
64624,maria batata,portuguese,contemporary cuisine,caldas da rainha,obidos,american express credit card mastercard visa visa electron
500947,cobalt restaurant,portuguese,terrace,caldas da rainha,vau,credit card mastercard visa
481579,book cook,european,good for groups,caldas da rainha,obidos,credit card maestro card mastercard visa
64874,maratona,international,good for groups,caldas da rainha,caldas da rainha,american express credit card mastercard visa
64860,alcaide,portuguese,good for business lunch,caldas da rainha,obidos,mastercard visa
64623,villa restaurant terrace bar,portuguese,good for business lunch,caldas da rainha,obidos,american express credit card mastercard visa
676865,merkado na lagoa,european,after work,caldas da rainha,obidos,credit card mastercard visa visa electron
585153,kabuki sushi,japanese,contemporary cuisine,caldas da rainha,caldas da rainha,mastercard visa visa electron
805623,rodizio obidos,seafood,central location,caldas da rainha,usseira,credit card maestro card mastercard visa visa electron
725979,alma sal,portuguese,contemporary cuisine,caldas da rainha,obidos,credit card mastercard visa
741451,club house west cliffs,steakhouse,contemporary cuisine,caldas da rainha,vau,credit card maestro card mastercard visa visa electron
727246,madok,portuguese,author,caldas da rainha,obidos,credit card visa
209637,lounge,portuguese,nightlife,caldas da rainha,obidos,credit card mastercard visa
500961,the legend restaurant,european,design,caldas da rainha,obidos,american express credit card mastercard visa
281377,pousada de obidos,portuguese,fine dining,caldas da rainha,obidos,american express credit card mastercard visa
806091,restaurante casa cunha leal,steakhouse,contemporary cuisine,fundao,alcaide,credit card
806191,epicentro,international,central location,fundao,covilha,credit card maestro card mastercard visa visa electron
65134,alambique,portuguese,good for business lunch,fundao,fundao,american express mastercard visa
635525,restaurante herminia,portuguese,central location,fundao,fundao,american express credit card mastercard visa
742945,monreal,portuguese,cosy,fundao,covilha,credit card
802344,montes herminios,portuguese,from market,fundao,covilha,apple pay credit card maestro card mastercard visa visa electron
800352,ollha brasa,grilled,from market,fundao,valverde,credit card
542603,casa das muralhas,european,bistro,fundao,covilha,credit card mastercard visa visa electron
379857,alkimya,portuguese,cosy,fundao,covilha,credit card visa
725263,tomas,portuguese,birthday,fundao,covilha,credit card
711197,treze restaurante,mediterranean,after work,fundao,covilha,credit card mastercard visa visa electron
737101,francesinhas companhia,portuguese,good for families,fundao,covilha,credit card
800599,restaurante medieval,portuguese,good for business lunch,fundao,covilha,credit card
632463,taberna laranjinha,portuguese,traditional,fundao,covilha,credit card mastercard visa
617905,hamburgueria beira,american,after work,fundao,covilha,credit card
730745,monumental,portuguese,good for families,fundao,covilha,credit card
418015,pousada da serra da estrela,portuguese,cosy,fundao,covilha,american express credit card mastercard visa
753458,restaurante cardo,mediterranean,cosy,evora,evora,credit card mastercard visa
606089,tempero prosa,brazilian,homemade cuisine,evora,evora,credit card mastercard mbway visa
719425,lombardo,european,contemporary cuisine,evora,evora,credit card
754210,1556 restaurante bar,portuguese,bachelor party,evora,evora,mbway mbway credit card diners club card maestro card mastercard visa electron
753923,diboa hamburgueria restaurante,varied,good for families,evora,evora,credit card mastercard visa
696895,hibrido,mediterranean,after work,evora,evora,american express bancontact credit card mastercard mbway visa visa electron
726836,restaurante dualidade,portuguese,birthday,evora,evora,credit card visa electron
806010,sbo sabores livros,portuguese,author,evora,evora,mbway credit card maestro card visa
659359,moinho do cu torto,portuguese,good for families,evora,evora,credit card mastercard visa visa electron
755309,the noble bistro,portuguese,bistro,evora,evora,credit card mastercard visa
742926,alkimia wine lounge,portuguese,after work,evora,evora,credit card
206211,alkimia madeirense,portuguese,not available,evora,evora,check credit card mastercard visa
452775,sabores do alentejo,portuguese,romantic,evora,evora,credit card visa
805980,restaurante cenoura brava,portuguese,author,evora,evora,american express credit card maestro card mastercard visa visa electron
750031,cavalarica evora,portuguese,author,evora,evora,american express credit card maestro card mastercard mbway visa visa electron
744171,aromas do campo,portuguese,after work,evora,evora,credit card
273429,loios pousada convento evora,international,fine dining,evora,evora,credit card mastercard visa
64599,degust ar,mediterranean,author,evora,evora,credit card mastercard visa
546169,adega da talha velha,portuguese,cosy,evora,evora,credit card mastercard visa visa electron
630899,mr pickwick,portuguese,good for families,evora,evora,cash mbway visa electron
562909,trovador,portuguese,contemporary cuisine,evora,evora,credit card mastercard visa visa electron
733312,asian food palacio dourado,chinese,birthday,evora,evora,credit card
64831,restaurante tipico guiao,portuguese,good for business lunch,evora,evora,mastercard visa
277655,tascatosca wine restaurant,portuguese,after work,evora,evora,credit card diners club card mastercard visa
749685,na acho restaurante atipico,mediterranean,after work,evora,evora,mbway mbway credit card maestro card mastercard visa
802440,howm evora,portuguese,bistro,evora,evora,credit card maestro card mbway visa electron
746873,adfa,grilled,from market,evora,evora,credit card maestro card mastercard visa visa electron
660703,tragos condutos,portuguese,traditional,evora,evora,visa electron
201809,5amendoas restaurante,portuguese,contemporary cuisine,evora,evora,american express credit card mastercard visa voucher
487475,taskafina,portuguese,after work,evora,evora,
717060,tapas ou destapas evora,international,author,evora,evora,mbway mbway
566285,bruxa evora,portuguese,good for business lunch,evora,evora,american express credit card mastercard visa visa electron
742594,franguito da guia,portuguese,birthday,evora,evora,mbway mbway credit card
579195,piparoza boutique bar,portuguese,bistro,evora,evora,credit card
804717,se catedral restaurant cocktail bar,european,lunch,porto,porto,mbway mbway credit card
499033,coupage,mediterranean,after work,porto,porto,credit card
695771,domo,japanese,good for families,porto,porto,credit card mastercard visa
756634,gastro by elemento,international,fine dining,porto,porto,mbway mbway credit card
348107,cacau wine terrace,european,good for groups,porto,porto,credit card mastercard visa
701737,brutt champagnaria gastrobar,european,with friends,porto,porto,credit card
752668,patio 44,portuguese,creative,porto,porto,mbway mbway credit card
216629,elebe centro,portuguese,cosy,porto,porto,american express credit card mastercard visa
202419,rib beef wine porto,steakhouse,bistro,porto,porto,credit card mastercard visa
805740,arts bistro food cocktails terrace live music,international,contemporary cuisine,porto,porto,american express credit card diners club card maestro card mastercard visa visa electron
735589,duello,mexican,with friends,porto,porto,credit card mastercard visa
708357,roma,portuguese,good for families,porto,porto,american express apple pay credit card maestro card mastercard visa visa electron
661887,restaurante om ordem dos medicos,portuguese,contemporary cuisine,porto,porto,credit card mastercard visa
755954,asia connection,asian,with friends,porto,porto,mbway mbway credit card
737972,bulas wine house,portuguese,homemade cuisine,porto,porto,credit card mastercard visa
744611,maria morcona,mediterranean,homemade cuisine,porto,porto,credit card
735373,mino pizza sao joao,italian,not available,porto,porto,apple pay cash credit card mastercard visa visa electron
739836,eleven lab downtown,international,brunch,porto,porto,credit card
722550,novo oporto,portuguese,contemporary cuisine,porto,porto,mbway maestro card mastercard visa visa electron
522579,thamel restaurant,nepalese,after work,porto,porto,apple pay credit card mastercard visa
756331,olume,portuguese,fine dining,porto,porto,mbway mbway credit card
738737,quattro ristorante,italian,central location,porto,porto,credit card mastercard visa
371313,gion,japanese,not available,porto,porto,credit card mastercard visa
807743,assador portuense,meat cuisine,lunch,porto,porto,mbway mbway credit card
803014,regateira gastrobar,portuguese,contemporary cuisine,porto,porto,credit card
746520,honolulu food cocktails,portuguese,brunch,porto,porto,credit card maestro card mastercard visa
718754,biferia clerigos,steakhouse,fine dining,porto,porto,credit card mastercard visa
289805,egoista tapas bar,portuguese,not available,porto,porto,american express credit card mastercard visa voucher
630269,parrilhita,varied,with friends,porto,porto,credit card
808286,estomago,portuguese,creative,porto,porto,mbway mbway credit card
743322,han table barbecue porto store,asian,after work,porto,porto,credit card visa electron
651555,emotivo,mediterranean,after work,porto,porto,credit card mastercard visa
666533,p4 na baixa,european,central location,porto,porto,credit card mastercard visa
804437,cervejaria by cacula group,fusion,brasserie,porto,porto,mbway mbway credit card
720045,bugo art burguers,international,good for families,porto,porto,credit card mastercard visa
291409,casa rocha comes bebes,portuguese,bistro,porto,porto,apple pay credit card visa voucher
753438,fauno,international,not available,porto,porto,
804142,traves,mediterranean,creative,porto,porto,mbway mbway credit card
754235,must,european,with friends,porto,porto,mbway mbway credit card
66803,palatium porto,portuguese,contemporary cuisine,porto,porto,credit card mastercard visa
806185,maynard burguer boavista,american,lunch,porto,porto,mbway mbway credit card
804363,granno risoteria,italian,lunch,porto,porto,mbway mbway credit card
756051,grill it,american,lunch,porto,porto,mbway mbway credit card
669231,addverso restaurant bar,mediterranean,brunch,porto,porto,credit card mastercard visa
737825,zapata by chakall,mexican,with friends,porto,porto,credit card mastercard visa
730646,flame bh concept,steakhouse,contemporary cuisine,porto,porto,credit card mastercard mbway visa
608253,tapas destapas,portuguese,central location,porto,porto,credit card mastercard mbway visa visa electron
805089,cervejaria parada 95,portuguese,good for families,porto,porto,mbway mbway credit card
437257,mundo,vegan cuisine,contemporary cuisine,porto,porto,credit card mastercard visa
66815,casa virtude,portuguese,good for business lunch,porto,porto,
748240,yoam vietnamese bread boba,vietnamese,lunch,porto,porto,mbway mbway credit card
263871,torreao restaurante bar,portuguese,garden,porto,porto,credit card mastercard visa
800239,casa pereira,portuguese,homemade cuisine,porto,porto,mbway credit card
436203,8oitenta,fusion,cosy,porto,porto,credit card
742986,porta oito petiscos bar,portuguese,contemporary cuisine,porto,porto,credit card mastercard visa
716826,oporto bella margherita,italian,contemporary cuisine,porto,porto,american express credit card diners club card mbway mastercard visa visa electron
487795,have bite,european,contemporary cuisine,porto,porto,credit card mastercard visa
566347,tapas friends coliseu,portuguese,good for families,porto,porto,visa visa electron
728115,jardineiro,vegan cuisine,good for families,porto,porto,credit card mastercard visa visa electron
718642,costume bistro bonjardim,international,fine dining,porto,porto,credit card mastercard visa
490117,salve simpatia porto,brazilian,after work,porto,porto,credit card mastercard visa
806843,wine lover,portuguese,lunch,porto,porto,mbway mbway credit card
572285,pizza bx eat drinks,pizzeria,good for families,porto,porto,credit card maestro card mastercard visa visa electron
468713,nogueira porto,steakhouse,good for groups,porto,porto,american express credit card mastercard visa visa electron
665733,yakuza by olivier porto,japanese,after work,porto,porto,credit card
460643,restaurante elemento,portuguese,contemporary cuisine,porto,porto,credit card mastercard visa
581415,guilty by olivier porto,international,good for groups,porto,porto,credit card mastercard visa visa electron
800501,tab take break,asian,creative,porto,porto,mbway mbway credit card
800541,trama,mediterranean,organic,porto,porto,mbway mbway credit card
283373,tabua rasa,portuguese,trendy,porto,porto,credit card visa
756234,camilo restaurante,portuguese,not available,porto,porto,mbway mbway credit card
803074,serra nossa,portuguese,fine dining,porto,porto,american express apple pay mbway mbway credit card maestro card mastercard mbway visa visa electron
462453,kob by olivier porto,steakhouse,design,porto,porto,credit card mastercard visa
64556,portucale,international,good for business lunch,porto,porto,american express credit card diners club card mastercard visa
714870,popina,portuguese,good for families,porto,porto,credit card mastercard visa
64785,buri,japanese,good for business lunch,porto,porto,mastercard visa
674395,rio tapas bar,portuguese,birthday,porto,porto,credit card mastercard visa
544915,vietview porto,vietnamese,after work,porto,porto,credit card maestro card mastercard visa visa electron
352051,casa aberta open bar food house,european,contemporary cuisine,porto,porto,credit card mastercard visa
737125,mbh trindade,international,lunch,porto,porto,mbway mbway credit card
465411,francesinhas,portuguese,contemporary cuisine,porto,porto,credit card mastercard visa
364005,elebe entreparedes,mediterranean,author,porto,porto,american express credit card mastercard visa
339219,mistu restaurant bar,international,after work,porto,porto,credit card mastercard visa
741852,ilicito,mediterranean,author,porto,porto,credit card mastercard mbway visa visa electron voucher
739010,belos aires,argentinian,not available,porto,porto,mbway mbway credit card
728978,mind the glass wine bistrot bar,portuguese,contemporary cuisine,porto,porto,credit card mastercard visa
804138,scarlett brasserie wine bar,mediterranean,brunch,porto,porto,mbway mbway credit card
802142,mo maria odete,portuguese,lunch,porto,porto,mbway mbway credit card
503695,chicha steakhouse,steakhouse,good for families,porto,porto,credit card mastercard visa
507231,atrevo,international,central location,porto,porto,credit card mastercard visa visa electron
542033,essencia das tapas porto,european,after work,porto,porto,credit card visa
739100,salvia restaurante,brazilian,not available,porto,porto,credit card mastercard visa
214599,picota mesa do largo,portuguese,brasserie,porto,porto,credit card
693963,okra pizza fun drinks,italian,after work,porto,porto,credit card mastercard mbway visa
805214,peixe no mercado,mediterranean,contemporary cuisine,porto,porto,american express mbway credit card visa visa electron
802454,pizzaria paulista porto,pizzeria,lunch,porto,porto,mbway mbway credit card
714906,real by casa da calcada,portuguese,cosy,porto,porto,credit card mastercard visa
561107,soundwich,european,cosy,porto,porto,credit card mastercard visa
292363,trasca,varied,trendy,porto,porto,credit card visa
290459,sonetos,portuguese,trendy,porto,porto,credit card mastercard visa voucher
745163,nhac nhac,pizzeria,cosy,porto,porto,credit card mastercard visa
750413,tobu_restaurant_,japanese,central location,porto,porto,credit card mastercard visa
203433,two su shi,japanese,after work,porto,porto,credit card mastercard visa
718356,solar do patio,portuguese,creative,porto,porto,credit card mastercard visa
728644,tokkotai,japanese,author,porto,porto,apple pay credit card mastercard visa visa electron
739878,ristorante toscano,italian,fine dining,porto,porto,credit card mastercard visa visa electron
732623,restaurante invicto,portuguese,contemporary cuisine,porto,porto,credit card
807357,rei da gula,pizzeria,lunch,porto,porto,mbway mbway credit card
283591,flow restaurant bar,mediterranean,bistronomic,porto,porto,credit card mastercard visa
624161,restaurante viva porto,mediterranean,contemporary cuisine,porto,porto,credit card mastercard visa visa electron
64406,costume bistro,mediterranean,bistro,porto,porto,credit card mastercard sodexo visa
583911,la mezzanine,european,restaurant hotel,porto,porto,american express credit card mastercard visa visa electron
653277,anje cafe,portuguese,after work,porto,porto,credit card mastercard visa
700477,cantinho dos braganca restaurante,european,good for families,porto,porto,credit card
803595,el viajero porto,european,brunch,porto,porto,mbway mbway credit card
800399,taberna alecrim casa de fados,portuguese,lunch,porto,porto,mbway mbway credit card
805693,jangal gastrobar,mediterranean,lunch,porto,porto,mbway mbway credit card
746411,taberna asiatica,asian,creative,porto,porto,credit card mastercard visa
748783,lucrecia,italian,cosy,porto,porto,american express credit card mastercard visa
740207,sai gon restaurante vietnamita,vietnamese,cosy,porto,porto,credit card mastercard visa
64687,ichiban,japanese,good for business lunch,porto,porto,american express credit card mastercard visa
366877,vaccarum,meat cuisine,after work,porto,porto,credit card mastercard visa
202391,dona porto,portuguese,central location,porto,porto,credit card mastercard visa
748598,presto pizza cedofeita,pizzeria,not available,porto,porto,mbway mbway credit card
804074,hard rock cafe porto,american,lunch,porto,porto,mbway mbway credit card
512947,em canto,international,after work,porto,porto,credit card mastercard visa
722415,churrascao gaucho,brazilian,good for families,porto,porto,credit card mastercard visa
66637,terra,japanese,good for families,porto,porto,american express credit card mastercard mbway visa
503417,clublife porto,international,after work,porto,porto,credit card mbway mastercard sodexo visa
705937,vermuteria gastrobar,european,central location,porto,porto,credit card mastercard visa
609049,habitat terra fogo,portuguese,after work,porto,porto,mastercard visa
425971,praca 63,portuguese,good for families,porto,porto,credit card mastercard visa
638081,caldeireiros,portuguese,after work,porto,porto,american express visa
64797,elebe baixa,mediterranean,author,porto,porto,american express mastercard visa
652141,fabrica da picaria brewpub craftbeer,portuguese,after work,porto,porto,mbway mbway credit card
723090,santo pizzaria steakhouse,international,good for families,porto,porto,credit card mastercard visa
652017,cacula brunch dinner porto,portuguese,after work,porto,porto,credit card visa visa electron
361239,mood restaurant sushi bar,japanese,central location,porto,porto,credit card mastercard visa
368069,dente de leao,european,healthy old,porto,porto,credit card mastercard visa voucher
433441,nonna piazza,pizzeria,not available,porto,porto,credit card mastercard visa
742604,cru culina rudis urbanus,mediterranean,contemporary cuisine,porto,porto,mbway mbway
807665,portus gustus,portuguese,brunch,porto,porto,mbway mbway credit card
412783,restaurante pedro ii,portuguese,contemporary cuisine,porto,porto,credit card mastercard visa
801478,forno velho,portuguese,lunch,porto,porto,mbway mbway credit card
751770,na muche,portuguese,breakfast,porto,porto,mbway mbway credit card
752442,umami,portuguese,lunch,porto,porto,mbway mbway credit card
725638,escama,vegetarian,good for families,porto,porto,credit card mastercard visa
734513,campo alegre 55,portuguese,good for families,porto,porto,credit card mastercard visa
677631,badio gold,steakhouse,lunch,porto,porto,credit card mastercard visa
64922,alibi by yours porto,portuguese,bistro,porto,porto,apple pay credit card maestro card mastercard visa
717011,hp sushi,japanese,lunch,porto,porto,credit card mastercard visa
804434,manga sushi house,japanese,lunch,porto,porto,mbway mbway credit card
201031,galeria do largo,international,author,porto,porto,credit card mastercard visa
673735,auge porto restaurante porto palacio,international,author,porto,porto,american express credit card mastercard visa
689771,easy at selina porto,european,brunch,porto,porto,american express apple pay credit card mastercard visa
748439,cocorico,international,contemporary cuisine,porto,porto,american express credit card mastercard visa visa electron
75361,1858 bbgourmet criativo,mediterranean,author,porto,porto,credit card mastercard visa
672215,indian italian restaurant,indian,cosy,porto,porto,credit card mastercard visa
740596,carniceiro,portuguese,contemporary cuisine,porto,porto,credit card mastercard mbway visa electron
64889,bh foz,mediterranean,contemporary cuisine,porto,porto,credit card
64957,bbgourmet maiorca,mediterranean,contemporary cuisine,porto,porto,american express mastercard visa
807102,mal cozinhado,portuguese,good for groups,porto,porto,mbway mbway credit card
66634,portarossa,pizzeria,cosy,porto,porto,american express credit card mastercard mbway visa
463897,ribeira restaurante,portuguese,after work,porto,porto,credit card mastercard visa
752311,bubbles tapas,european,not available,porto,porto,mbway mbway credit card
752268,tiki taka food drinks,european,good for groups,porto,porto,mbway mbway credit card
720439,pizzaria luzzo boavista,pizzeria,birthday,porto,porto,credit card mastercard visa
748899,xico queijo cordoaria,varied,after work,porto,porto,credit card mastercard visa
559677,taberna rio,portuguese,after work,porto,porto,
725639,marmorista,varied,creative,porto,porto,apple pay credit card mastercard visa visa electron
749868,restaurante huang table barbecue hot pot porto,korean,good for families,porto,porto,credit card
738224,escola by the artist,european,author,porto,porto,credit card mastercard visa visa electron
725525,rc restaurante,european,wine bar,porto,porto,credit card mastercard visa
756937,bbqing porto,brazilian,lunch,porto,porto,mbway mbway credit card
276621,bolina,portuguese,brasserie,porto,porto,credit card mastercard visa
752103,kaigi,fusion,author,porto,porto,credit card mastercard visa
580307,mxm food drinks,european,good for families,porto,porto,credit card mastercard visa
737340,al mare,mediterranean,good for business lunch,porto,porto,credit card mastercard mbway visa
350617,almeja,international,author,porto,porto,credit card mastercard visa
66673,dop,portuguese,contemporary cuisine,porto,porto,american express credit card mastercard mbway visa
66610,bbgourmet bolhao,international,brasserie,porto,porto,american express mastercard visa
66810,casa vasco,steakhouse,cosy,porto,porto,american express credit card mastercard mbway visa
756796,cervejaria on,vegetarian,creative,porto,porto,credit card mastercard visa
698647,hamburgueria suculentu,european,cosy,porto,porto,credit card mastercard visa
428845,pizzaria luzzo baixa do porto,pizzeria,central location,porto,porto,credit card mastercard visa
513873,bistro flores,mediterranean,author,porto,porto,credit card mastercard visa
803589,dote porto,portuguese,after work,porto,porto,credit card maestro card mastercard visa visa electron
726414,caralhau,portuguese,central location,porto,porto,credit card mastercard visa
713371,canti food drinks,italian,nightlife,porto,porto,credit card mastercard visa
523209,sagardi porto,spanish,good for groups,porto,porto,mastercard visa
462601,bartolomeu bistro and wine,european,after work,porto,porto,american express credit card mastercard visa
638597,komyuniti,international,after work,porto,porto,american express credit card mastercard visa visa electron
677499,fio azeite,portuguese,cosy,aljustrel,aljustrel,credit card mastercard visa
806538,sisu,european,lunch,barcelos,apulia,mbway mbway credit card
575207,restaurante galliano,european,contemporary cuisine,barcelos,barcelos,credit card mastercard visa visa electron
546021,villa terrazza ristorante,italian,not available,barcelos,barcelos,credit card
756900,bira dos namorados barcelos,american,lunch,barcelos,barcelos,mbway mbway credit card
562135,manjar do mar,portuguese,cosy,barcelos,vila de prado,credit card
730787,kayzen sushi bar,japanese,lunch,barcelos,arcozelo,credit card mastercard visa
422435,moinho de sal,portuguese,good for families,barcelos,apulia,credit card mastercard visa
727161,churrasqueira portuguesa,portuguese,lunch,barcelos,sequeira,credit card
612707,cortesia cozinha mediterranea,mediterranean,creative,barcelos,povoa de varzim,mbway mbway mbway credit card visa visa electron
746685,sempiedade apulia,brazilian,fine dining,barcelos,apulia,mbway mbway credit card
64591,camelo apulia,portuguese,great view,barcelos,apulia,
749663,1000 fronteiras fortaleza,portuguese,not available,barcelos,apulia,mbway mbway credit card
380971,tasquinha telheiro pratinha,portuguese,traditional,barcelos,viatodos,
745817,casulo tapas grelhados,portuguese,fine dining,barcelos,barcelos,american express credit card mastercard visa visa electron
341783,corta mar,portuguese,trendy,barcelos,apulia,credit card mastercard visa
511219,galo wine tapas,portuguese,after work,barcelos,barcelinhos,credit card
581291,gomariz,portuguese,author,barcelos,cervaes,american express credit card mastercard visa
383045,villa mendo,mediterranean,author,barcelos,povoa de varzim,credit card mastercard visa
728406,sushi ra ti,japanese,author,cantanhede,cantanhede,credit card
448889,marques de marialva,portuguese,birthday,cantanhede,cantanhede,american express credit card mastercard visa
737708,tokay exclusive,japanese,cosy,espinho,espinho,cash credit card mastercard visa visa electron
804642,encher mula,european,after work,espinho,espinho,
749593,conde real,portuguese,cosy,espinho,espinho,credit card mastercard visa
672657,howard folly,portuguese,after work,estremoz,estremoz,credit card mastercard visa
728620,ermita,international,author,estremoz,redondo,american express credit card mastercard visa
709009,primavera,portuguese,contemporary cuisine,estremoz,vila vicosa,credit card mastercard visa
734504,legacy winery restaurant,portuguese,contemporary cuisine,estremoz,sao bento do ameixial,credit card mastercard mbway visa
