Willingness to Try Exotic Foods,Importance of Food Presentation,Value for Money in Meals,Preference for Gourmet Restaurants,Interest in Nutritional Content,Frequency of Eating Home-Cooked Meals,Desire for New Culinary Experiences,Preference for Organic or Diet-Specific Foods,Enjoyment of Traditional or Familiar Foods,Willingness to Spend on High-Quality Ingredients,personality,username
3,4,4,5,2,3.0,5,5,1,4,The Adventurer,8eDPDwQVZA
5,5,1,1,4,2.0,3,4,3,2,The Adventurer,1OWzVd7tS1
3,1,1,4,5,1.0,5,1,4,3,The Adventurer,slc2L8BKtt
5,1,4,4,4,4.0,5,3,4,5,The Adventurer,jYeUwqdV4D
5,2,1,3,2,3.0,5,5,3,2,The Adventurer,zRzywPUPkH
5,4,3,2,1,3.0,4,2,1,2,The Adventurer,RIZM4aMg4w
5,4,3,4,1,2.0,5,5,5,2,The Adventurer,73FsZpoKxj
4,3,1,1,2,1.0,4,5,1,5,The Adventurer,UKGRMkIPFl
4,5,5,1,1,2.0,3,5,2,5,The Adventurer,ffMFOtgAHB
5,4,5,2,1,5.0,5,5,3,5,The Adventurer,AYgIj59qxf
5,2,1,1,1,2.0,5,1,1,3,The Adventurer,ofDjJF1QsI
3,2,4,5,1,2.0,5,2,2,5,The Adventurer,aLN1a6OWGT
2,4,2,2,2,2.0,3,2,2,5,The Adventurer,Kw2rZuqiyX
5,1,5,4,1,2.0,5,4,2,5,The Adventurer,2tKpJtPDuZ
2,3,5,5,2,5.0,5,2,1,3,The Adventurer,hQjxTkhHuB
2,1,1,5,2,5.0,4,5,1,5,The Adventurer,3fQSbuJ2ku
5,5,4,3,5,5.0,4,5,4,1,The Adventurer,nCedYyC4jE
3,2,1,2,3,2.0,3,3,1,4,The Adventurer,80XuBWaUwr
5,5,5,2,1,3.0,5,2,4,5,The Adventurer,wgQUNYNFnX
5,1,5,5,5,4.0,5,1,5,4,The Adventurer,kxrko2HmLm
5,1,5,2,5,3.0,3,2,1,5,The Adventurer,pPGhW0MDUw
4,5,4,1,4,4.0,3,4,1,5,The Adventurer,YvrzZ3HVLy
4,5,5,3,3,2.0,3,3,2,5,The Adventurer,63lhUeZjWb
4,5,1,2,1,1.0,5,4,1,2,The Adventurer,Vo3uMBJiFb
3,4,2,4,5,2.0,5,2,1,2,The Adventurer,Hs6pyDkkJs
5,2,1,3,5,2.0,5,1,4,5,The Adventurer,UPJJGOpjtn
4,5,5,3,3,3.0,4,5,2,2,The Adventurer,jPqKVs4ktN
2,4,5,2,2,4.0,3,2,1,5,The Adventurer,7Ew8yvAck5
4,1,2,2,5,1.0,3,1,4,2,The Adventurer,F3vGKF6kyX
4,5,1,1,3,1.0,3,1,5,5,The Adventurer,eSKqjnFJZp
5,4,2,3,5,5.0,4,1,5,3,The Adventurer,ISXh2Ajv9t
5,1,4,4,1,2.0,3,5,2,1,The Adventurer,lONbOEx7pg
5,4,1,5,1,4.0,3,2,3,4,The Adventurer,f71X2PUpL0
5,2,4,5,4,1.0,4,3,5,5,The Adventurer,7C0hSCoU3j
5,5,5,2,1,3.0,4,4,4,1,The Adventurer,3ge3gGsFo1
5,4,2,1,3,1.0,4,3,1,4,The Adventurer,XaEjsYzluJ
3,5,1,2,3,2.0,5,4,4,5,The Adventurer,zwsM214NZ1
2,1,4,1,5,4.0,4,5,5,3,The Adventurer,vDtnsYKgQ2
3,1,1,3,2,1.0,3,2,1,2,The Adventurer,iRtTdGBpRs
5,5,5,5,4,1.0,3,5,3,5,The Adventurer,0wOadfAY8x
3,2,4,3,4,2.0,4,5,1,1,The Adventurer,MzjAuZ3OoI
4,4,2,1,4,5.0,4,5,1,5,The Adventurer,myBcw4PO4U
5,5,1,2,4,1.0,5,1,1,5,The Adventurer,U6Q7vTmTm5
3,1,1,5,1,5.0,3,4,4,5,The Adventurer,FCYvFfyYkz
5,2,4,1,5,3.0,5,5,5,4,The Adventurer,2OBCsoqh0I
5,4,5,4,4,3.0,4,4,5,2,The Adventurer,mP33OHQ5Gq
5,1,4,2,1,4.0,5,4,4,2,The Adventurer,f798VpiFyt
3,1,1,5,1,2.0,4,5,2,1,The Adventurer,qz4MxDbjIG
4,1,1,1,2,5.0,4,1,1,4,The Adventurer,cmZud5bJA3
4,5,1,5,1,4.0,5,2,1,5,The Adventurer,EtHQ0auYps
3,1,5,4,3,4.0,5,3,4,3,The Adventurer,Gg85fiB4we
5,4,4,1,4,4.0,3,2,3,2,The Adventurer,RAXzt2t79d
3,1,1,2,2,5.0,4,2,1,5,The Adventurer,WhIrjKxhV6
3,1,5,3,1,5.0,5,1,1,2,The Adventurer,n8cU44zQja
4,4,5,5,4,3.0,5,2,4,2,The Adventurer,TZ390ZOuGu
5,5,5,3,4,1.0,5,1,4,1,The Adventurer,DaihD2DUOx
5,5,5,2,5,4.0,5,5,1,4,The Adventurer,5LToajaCfZ
5,3,5,2,2,1.0,4,2,3,5,The Adventurer,kBNUxuxnTo
5,2,4,4,1,4.0,3,1,3,2,The Adventurer,eUw4d919sF
3,2,4,4,4,5.0,5,1,4,5,The Adventurer,jadlTW4t25
5,1,4,4,4,1.0,3,2,4,2,The Adventurer,uCgxMSoFfI
4,2,4,4,1,4.0,4,5,3,3,The Adventurer,MlXfWbNX2W
5,2,4,1,4,1.0,3,1,3,1,The Adventurer,PsvLoacUD8
5,2,5,2,1,2.0,5,4,4,1,The Adventurer,5tnnWeLoVV
5,5,1,5,5,4.0,5,5,1,3,The Adventurer,3hElSJUjHa
5,4,5,2,2,1.0,5,5,3,4,The Adventurer,XsX6OXDRE5
3,1,5,5,4,1.0,5,3,4,2,The Adventurer,Ffv6QC3Qnb
4,2,1,3,4,4.0,3,3,3,2,The Adventurer,5qbM1yLkKP
2,2,2,3,2,3.0,3,2,4,2,The Adventurer,9EDmdUQxfO
5,2,2,5,3,5.0,5,3,1,5,The Adventurer,QYD2twKjRe
5,5,5,3,5,2.0,4,5,2,2,The Adventurer,BQnwsg81jT
2,1,2,5,5,4.0,4,4,4,1,The Adventurer,BQj2I4pp7v
5,4,1,4,1,1.0,5,5,2,4,The Adventurer,2Y4aQHZe1A
5,2,3,2,1,3.0,4,5,2,4,The Adventurer,uAhz5d9DMF
3,5,5,5,3,2.0,5,2,3,2,The Adventurer,6iFsrV1zeM
5,1,4,3,2,3.0,5,2,4,1,The Adventurer,BD1a4Wbz61
2,4,2,5,1,4.0,5,3,1,1,The Adventurer,NglTjlS2Ab
3,4,1,2,1,1.0,5,5,1,1,The Adventurer,F6bQkpUhIE
4,2,3,5,5,5.0,5,1,4,2,The Adventurer,UEELYGr5Y4
2,3,1,4,1,4.0,3,4,4,5,The Adventurer,UccHiDgKPa
3,4,1,2,2,1.0,3,4,1,5,The Adventurer,NDZl6jYb41
4,5,1,1,4,4.0,4,3,2,5,The Adventurer,5bhlqbIaRX
3,1,5,2,5,3.0,5,5,3,1,The Adventurer,OFlUFkkWCg
4,4,1,1,1,5.0,3,3,1,5,The Adventurer,pOVdXn0LWQ
5,3,2,3,4,1.0,5,2,3,2,The Adventurer,pwsCt6y2Gm
4,4,1,5,5,1.0,4,5,5,5,The Adventurer,ZQSj7WsvRh
4,1,2,5,3,1.0,4,2,2,2,The Adventurer,IWE0k5FV2p
5,2,4,2,5,5.0,4,4,5,2,The Adventurer,K8I59suEOZ
3,5,5,4,3,5.0,5,5,4,5,The Adventurer,lOvhBOdyfp
5,1,5,5,4,5.0,5,2,3,1,The Adventurer,Wv22Ixmvxx
3,5,4,3,2,5.0,5,5,4,5,The Adventurer,Xs8HqFRG9s
3,5,2,5,1,5.0,5,2,3,2,The Adventurer,QohjUCy4k1
5,4,4,3,5,4.0,5,1,5,2,The Adventurer,dAVBOAVysK
5,4,3,4,1,1.0,5,3,5,5,The Adventurer,V5S7aGgS8b
5,1,1,1,5,1.0,3,3,2,5,The Adventurer,gY1ArO46EP
3,4,5,5,5,5.0,5,5,5,1,The Adventurer,kYL39C72Xw
5,1,5,5,3,4.0,5,5,1,5,The Adventurer,LiIq1xfvfR
5,5,2,1,3,2.0,5,1,5,1,The Adventurer,oh3XXpa58Z
2,1,1,1,2,1.0,5,4,4,5,The Adventurer,FVDapIkfAP
4,2,5,5,3,5.0,5,3,2,2,The Adventurer,h24kZ4F5ha
2,2,1,5,2,2.0,5,4,4,1,The Adventurer,up89DuXDOf
2,1,2,4,3,1.0,5,1,4,1,The Adventurer,tGd84OCchX
4,2,1,1,5,5.0,4,1,5,1,The Adventurer,BKgYaopyOd
5,5,5,1,1,2.0,4,4,2,2,The Adventurer,qHbiv0QhiO
5,5,4,1,1,1.0,5,5,2,2,The Adventurer,BQEZgEkKez
3,5,1,4,2,4.0,5,3,2,1,The Adventurer,DfbR97CKjY
4,4,2,1,3,4.0,5,4,4,5,The Adventurer,ygHtFvFmfW
5,5,4,5,1,4.0,5,2,2,2,The Adventurer,4b1CkAHUwf
3,2,2,4,3,4.0,5,5,1,1,The Adventurer,NHKki4mUkA
4,3,2,5,5,5.0,5,5,1,2,The Adventurer,QFMEkBXNpS
4,4,5,3,4,5.0,3,5,4,2,The Adventurer,anoAD9Fj7h
4,2,5,4,1,5.0,3,1,3,2,The Adventurer,S7cMNwsxsd
5,5,3,5,1,4.0,4,5,2,1,The Adventurer,htQlglwbcH
4,3,5,4,5,4.0,5,1,5,5,The Adventurer,dOhScffbiI
4,1,5,2,4,5.0,5,2,5,5,The Adventurer,o3gcb2PkQn
5,2,2,2,5,1.0,5,1,4,4,The Adventurer,vZI1ui6Q7s
5,4,5,2,1,5.0,5,2,1,2,The Adventurer,tjeyNVhGYu
5,5,1,4,4,4.0,4,5,2,5,The Adventurer,08FX4iPtjb
5,4,5,5,1,1.0,3,4,3,5,The Adventurer,igPSlr6sPP
3,4,3,4,5,4.0,5,2,4,5,The Adventurer,ngKAqyeZP2
5,5,1,2,2,4.0,4,1,2,1,The Adventurer,fh7GCX6112
5,4,5,1,5,1.0,5,4,1,5,The Adventurer,mxJ4j5sOvo
5,1,2,1,5,1.0,4,4,3,5,The Adventurer,q3WmUcQXrt
5,4,4,5,4,1.0,5,1,2,1,The Adventurer,AUnE5iisUv
5,5,2,4,4,5.0,3,5,2,3,The Adventurer,S7kSIj5aGD
5,4,2,2,1,5.0,5,1,4,5,The Adventurer,hMFJUvFGpx
4,3,2,5,3,4.0,5,2,4,5,The Adventurer,gR61SfrJpx
4,4,5,3,1,2.0,5,5,1,5,The Adventurer,eqk5VBjMAY
5,5,5,4,4,4.0,5,5,4,5,The Adventurer,muhtOgUxkr
4,4,1,5,4,2.0,5,3,1,2,The Adventurer,6o9ViIORoF
3,1,5,5,2,1.0,5,5,1,2,The Adventurer,ZFY6z2AaSw
5,1,1,5,4,3.0,5,2,4,5,The Adventurer,POqrLHONqz
5,4,1,5,1,2.0,3,1,4,5,The Adventurer,QTDMSRIVtZ
3,3,1,4,1,2.0,5,5,5,5,The Adventurer,BtXX5f3I1q
3,2,2,4,2,5.0,5,4,2,4,The Adventurer,GeJLKLW7OZ
3,1,4,3,4,1.0,5,4,5,4,The Adventurer,Lu9ROc5bWk
3,5,1,4,5,2.0,5,4,5,1,The Adventurer,jiNk0ezHil
2,3,1,4,5,4.0,5,5,4,1,The Adventurer,5WPBYQEYAu
4,1,1,5,3,4.0,3,3,5,5,The Adventurer,pbxRpagsVr
5,1,5,2,2,5.0,3,1,1,5,The Adventurer,S34dAcZWYI
5,5,2,4,1,4.0,5,3,1,1,The Adventurer,XjM2yn6d8I
5,1,4,2,4,1.0,5,2,3,5,The Adventurer,3Qw9xIoY5H
5,5,5,5,5,1.0,5,1,3,5,The Adventurer,iOArl9arMt
2,2,5,2,5,5.0,3,5,1,2,The Adventurer,petZm1nlWi
3,1,4,5,2,3.0,5,4,1,5,The Adventurer,wfMfTYnLMo
3,2,5,1,3,5.0,5,1,2,1,The Adventurer,uqBzS20SmZ
3,2,1,5,4,5.0,5,5,1,2,The Adventurer,3M3ikbNI1v
2,2,2,5,2,2.0,3,5,2,4,The Adventurer,SRgMmQAnaw
5,1,4,3,4,5.0,5,5,3,1,The Adventurer,JAMNGfTF7v
5,2,1,4,5,1.0,5,1,4,4,The Adventurer,I4vSh2mubT
5,3,2,2,5,1.0,3,4,5,3,The Adventurer,cOWbuuUh3A
5,2,5,3,1,5.0,4,2,3,5,The Adventurer,KOKkcV0Ajv
5,5,1,1,1,1.0,4,4,5,2,The Adventurer,hED6eqEAZb
4,2,5,5,1,3.0,5,2,5,2,The Adventurer,IABlfdQcNW
5,5,2,2,2,4.0,5,4,4,3,The Adventurer,cTjCNGhf3v
5,3,4,1,1,4.0,4,2,2,5,The Adventurer,O8rh2LZtZx
5,1,3,1,4,5.0,4,5,5,1,The Adventurer,AI2G3qE7LY
4,1,2,1,1,4.0,5,5,5,5,The Adventurer,lA9GHXg72r
5,3,5,5,4,4.0,4,2,3,1,The Adventurer,izud2l4FNm
5,5,2,4,1,4.0,5,5,4,5,The Adventurer,DtsMV2gIUL
3,1,2,1,4,1.0,5,1,4,3,The Adventurer,CkMMI0lTsj
5,4,1,2,5,1.0,3,1,4,2,The Adventurer,fxGip93IUC
5,5,2,5,3,5.0,5,5,4,1,The Adventurer,EXVeEHOM3Z
5,2,3,2,4,2.0,5,1,4,3,The Adventurer,XXN2y6gCMS
5,3,5,1,3,4.0,5,2,2,1,The Adventurer,kLIq84e7vc
4,5,1,5,1,2.0,4,2,1,5,The Adventurer,qQyRRFdGIm
5,5,2,2,5,2.0,3,2,1,4,The Adventurer,6AIQg8cgWd
5,5,4,2,5,2.0,4,4,4,2,The Adventurer,ty93yPZkK2
5,1,5,5,3,1.0,3,2,5,5,The Adventurer,mGd6qMJMKF
3,2,1,1,5,5.0,5,1,3,5,The Adventurer,9oGqfpgjTS
3,1,1,5,4,5.0,5,4,3,3,The Adventurer,897DcyZu2d
5,4,5,1,3,4.0,5,5,1,2,The Adventurer,HOVRy1Fg2Y
5,1,4,4,3,1.0,5,1,2,5,The Adventurer,cRUlw8kH9e
5,4,4,2,2,1.0,3,4,2,2,The Adventurer,npN4fV8h8a
3,1,1,5,4,3.0,4,1,4,5,The Adventurer,pzpW4RbQfo
5,1,5,2,2,5.0,3,4,1,5,The Adventurer,fz2qjGlFPY
5,3,5,3,5,5.0,5,1,3,4,The Adventurer,6h3RLqR1rk
4,1,4,1,2,1.0,3,2,1,4,The Adventurer,mX4dMMuuDx
3,1,2,4,4,1.0,5,5,5,3,The Adventurer,6VW8e1IJSt
5,5,1,2,1,5.0,5,5,3,5,The Adventurer,8fx73WUIGi
5,5,2,5,3,5.0,3,4,3,4,The Adventurer,dP2KBI3o4U
5,5,2,4,5,1.0,4,1,1,5,The Adventurer,YiMEHfDTtX
3,5,2,5,1,1.0,4,3,5,4,The Adventurer,Hqaw1PgllZ
5,4,2,2,1,5.0,5,1,3,1,The Adventurer,wUbtKND0IA
5,1,1,5,4,5.0,5,5,2,4,The Adventurer,9x5ghgdfd1
3,3,2,4,1,5.0,4,2,3,3,The Adventurer,HeHwJbSAMo
5,2,4,5,2,5.0,3,2,1,1,The Adventurer,XwWj6yMThw
5,1,2,3,2,2.0,5,5,4,4,The Adventurer,dB8XyDMiep
3,5,4,1,2,5.0,5,5,5,3,The Adventurer,Zct01kgEA5
3,5,5,4,1,5.0,5,3,3,2,The Adventurer,k9SIw0pRht
3,5,5,1,5,5.0,5,5,1,1,The Adventurer,alXpVMMiab
2,5,5,1,4,1.0,3,5,1,1,The Adventurer,WyLTR3p0fx
3,5,5,1,1,5.0,5,5,5,1,The Adventurer,V19eQSnXe0
5,5,4,4,2,1.0,5,2,1,1,The Adventurer,0HAboOul7b
4,3,1,4,4,2.0,4,1,3,1,The Adventurer,oPOQ5J1g2u
5,4,1,1,1,5.0,5,2,3,1,The Adventurer,0OrprXIbc0
4,4,4,1,1,5.0,4,5,4,2,The Adventurer,kvmHAj9CwK
4,1,1,1,3,5.0,3,3,5,2,The Adventurer,PLoqCruQLC
5,1,2,2,5,3.0,5,1,3,4,The Adventurer,vR8PVHSaN6
4,4,5,2,5,1.0,4,1,1,1,The Adventurer,6naSSZOBWT
2,2,2,2,4,5.0,3,5,1,1,The Adventurer,8ZReLz9FMz
3,5,2,1,5,5.0,3,1,5,5,The Adventurer,4uheGS8nmH
3,5,4,2,5,4.0,5,2,3,5,The Adventurer,Kb0v9xOkRR
5,2,2,2,1,4.0,5,1,4,5,The Adventurer,EDvG0xt54R
5,1,2,1,1,2.0,4,5,1,2,The Adventurer,R7TzkREpCp
5,3,2,5,4,3.0,5,1,1,5,The Adventurer,Z7mxiyyVOI
3,4,5,5,5,3.0,3,5,4,2,The Adventurer,qiOMb8IzVL
5,1,1,2,5,5.0,4,5,5,5,The Adventurer,XwYl6AaXKT
4,5,5,5,5,5.0,5,5,3,2,The Adventurer,IUIzzh7UtI
5,2,5,4,5,2.0,5,5,4,5,The Adventurer,feEAIseH3D
3,1,2,5,3,2.0,3,5,1,5,The Adventurer,0ZhVP342LH
5,2,2,4,1,4.0,3,4,2,4,The Adventurer,2itKAXoDhN
2,1,3,3,5,2.0,4,1,1,2,The Adventurer,ZsA4IW1og6
3,1,4,5,4,2.0,5,1,4,3,The Adventurer,HHc77zPekB
3,4,2,5,5,2.0,5,3,2,3,The Adventurer,6Cj5Km8zHR
5,4,5,5,3,2.0,3,5,4,5,The Adventurer,Fmm7m937eu
3,2,2,5,5,1.0,5,3,5,4,The Adventurer,pn8Etz2RN1
5,4,1,1,4,4.0,5,1,1,4,The Adventurer,yPwNW5wK9e
5,4,4,1,2,5.0,3,2,2,1,The Adventurer,P0hg4nt7FV
5,4,5,5,1,4.0,4,3,2,2,The Adventurer,O32UGdOA2T
5,4,5,5,5,2.0,4,2,1,5,The Adventurer,KtmyXASysq
2,3,4,5,4,4.0,3,1,3,5,The Adventurer,ReVzLm5W4Y
4,2,2,5,5,4.0,5,1,1,2,The Adventurer,yHV0xEMKQ1
5,5,2,1,4,1.0,5,4,5,5,The Adventurer,DTc3RVCk6R
3,2,4,5,4,2.0,5,2,5,4,The Adventurer,JnGF7VdKkI
5,1,4,1,5,1.0,3,5,2,4,The Adventurer,w46Qe6sICr
3,5,2,2,5,4.0,5,4,1,1,The Adventurer,CYjVIU3AWt
5,1,4,1,2,1.0,5,4,1,5,The Adventurer,sZogRL7BG5
3,2,2,2,5,5.0,4,2,1,4,The Adventurer,P1hWkFjxNW
4,5,1,5,2,2.0,5,2,4,1,The Adventurer,ukCOSbIyRK
5,4,4,1,5,2.0,5,4,1,3,The Adventurer,RoEOddyqqR
5,5,5,5,2,1.0,3,5,2,5,The Adventurer,QQV3hc85Xj
5,5,1,3,3,4.0,5,2,2,5,The Adventurer,99GuOQmi6G
5,5,1,2,4,5.0,3,4,1,4,The Adventurer,Oib5bJtj5c
5,1,3,4,2,3.0,4,3,1,2,The Adventurer,hrkWibpFKo
5,1,1,2,5,5.0,5,5,3,5,The Adventurer,09QHUhankx
3,1,5,2,4,3.0,4,1,1,1,The Adventurer,sy7OtEA5KG
5,3,1,5,1,1.0,5,3,2,5,The Adventurer,AqWK52Jfz9
5,1,4,5,1,5.0,3,5,3,2,The Adventurer,FX6kgMPxdC
3,1,2,3,5,1.0,5,1,5,2,The Adventurer,B92AmyeWJR
4,1,1,4,5,1.0,5,1,2,3,The Adventurer,faeWGpFXvZ
4,4,1,5,5,1.0,5,1,5,3,The Adventurer,jhHioqy6F7
3,2,4,2,2,2.0,5,2,5,3,The Adventurer,msche4gzob
5,2,2,5,1,1.0,5,4,4,1,The Adventurer,R2ooOQi9nO
5,1,2,1,2,1.0,4,2,1,4,The Adventurer,7IrxRzgUgK
5,5,1,5,5,4.0,3,5,2,2,The Adventurer,wBHM9gLWRI
3,5,1,4,5,1.0,5,3,2,2,The Adventurer,QtTs9wUKbu
4,2,3,5,2,5.0,5,5,4,4,The Adventurer,OCM2s1CX4b
4,5,4,3,5,2.0,5,1,2,3,The Adventurer,NwDD2oYse2
3,1,5,5,5,4.0,5,2,1,5,The Adventurer,dq7lViiqJI
3,1,1,4,4,2.0,3,4,5,3,The Adventurer,WoTgyiU75X
5,1,2,1,4,2.0,5,2,1,4,The Adventurer,BoZmTPlfbh
5,4,5,2,4,2.0,5,5,5,5,The Adventurer,0AkpsL7YWm
5,2,3,5,4,2.0,5,2,2,4,The Adventurer,bW4kaLcGOH
5,1,5,2,4,1.0,5,5,5,2,The Adventurer,XpDLodbvbR
5,4,5,1,3,5.0,4,3,5,5,The Adventurer,f4qdTcAdoc
3,5,4,2,5,4.0,3,4,4,1,The Adventurer,F7F51jiXZ7
3,1,4,1,5,5.0,3,4,5,3,The Adventurer,tiage1coaE
5,5,5,4,2,1.0,4,5,2,1,The Adventurer,TOj3f2oBNR
3,5,5,5,1,3.0,4,5,4,1,The Adventurer,ssshwgTlKo
5,5,2,3,1,2.0,3,5,5,1,The Adventurer,EJQD80x5x5
3,1,2,3,4,2.0,5,3,5,2,The Adventurer,UssxZtf6OZ
5,5,4,3,1,4.0,3,3,4,2,The Adventurer,fQRT9GIl3V
3,1,5,1,3,5.0,5,2,2,5,The Adventurer,jROhHOLQYC
5,3,2,2,4,5.0,3,1,3,2,The Adventurer,QpQMpk3iVX
5,1,5,5,2,5.0,5,4,1,1,The Adventurer,OV1U1i9Q7E
5,5,4,5,5,2.0,4,1,1,5,The Adventurer,ZvQFnX2Zdn
4,5,3,4,3,1.0,5,5,5,1,The Adventurer,XLAGWhqamG
2,2,4,3,5,5.0,4,5,1,2,The Adventurer,plSJ9Q0voI
5,1,1,2,1,4.0,4,3,3,5,The Adventurer,0oIvDZ4xHx
5,2,1,4,1,5.0,5,1,1,3,The Adventurer,gDAWiIRpCN
3,2,5,3,1,5.0,5,4,1,5,The Adventurer,Gv0LWeoibo
3,4,5,2,1,1.0,4,1,1,4,The Adventurer,xXgKZzcvss
2,4,5,2,2,1.0,4,4,3,5,The Adventurer,8fEPEbBeZu
5,5,4,5,4,5.0,4,2,5,5,The Adventurer,ZGvhAQVAUp
4,5,5,4,3,2.0,5,5,5,1,The Adventurer,SmrgOYDw3e
3,1,5,1,1,1.0,3,4,3,5,The Adventurer,ygFUKIUioJ
5,1,1,1,4,1.0,3,1,4,3,The Adventurer,CSNDZKWRZd
4,1,1,5,1,5.0,3,2,4,1,The Adventurer,RUfTD8VBbZ
4,4,5,1,5,4.0,5,1,4,3,The Adventurer,3AyfmnjpYO
5,3,5,2,4,1.0,5,2,1,2,The Adventurer,e9GAFPoI5C
5,2,5,5,2,3.0,5,1,5,1,The Adventurer,3z6iUXvHs4
5,5,1,1,5,4.0,5,1,4,4,The Adventurer,YG7FIOTuit
3,4,4,1,1,4.0,4,5,1,5,The Adventurer,bB3rPuEVBr
5,1,1,2,1,3.0,5,5,4,2,The Adventurer,FnbAfMklln
5,5,3,3,4,4.0,3,3,1,2,The Adventurer,l6QRtKSAVE
5,2,4,3,1,5.0,5,3,4,1,The Adventurer,toREB7aOkL
3,1,1,4,4,4.0,5,1,2,2,The Adventurer,e9OVT5d26h
3,3,2,1,5,4.0,4,2,5,5,The Adventurer,K7QAP6Rws2
3,5,4,2,2,3.0,4,5,5,3,The Adventurer,5CTb2voPCL
3,1,3,4,1,2.0,3,2,1,2,The Adventurer,WxKQXMwu45
5,5,5,5,4,5.0,4,4,4,2,The Adventurer,ZvCoI8lkz3
5,5,5,5,2,3.0,5,2,3,3,The Adventurer,6S9Eo35Npe
4,2,1,5,3,4.0,3,3,2,4,The Adventurer,LDfSHb2Sne
3,1,5,2,5,5.0,3,4,5,2,The Adventurer,7kuWYivQIK
4,2,1,3,4,2.0,5,4,5,5,The Adventurer,FrwsYySzhv
5,2,2,3,1,2.0,5,3,4,1,The Adventurer,cBTcEdz3cK
5,3,1,5,2,1.0,5,2,3,2,The Adventurer,qTJzp1h1it
5,5,1,4,4,4.0,3,5,1,5,The Adventurer,74HsbFraLV
2,1,5,3,5,1.0,5,3,5,2,The Adventurer,HK1xRXklrE
4,2,1,1,3,1.0,4,5,5,2,The Adventurer,wmzkwJeWdR
5,4,2,2,1,4.0,5,2,1,4,The Adventurer,JgXoELonvY
3,2,5,5,4,1.0,5,5,4,5,The Adventurer,SxxrvUwM4u
3,2,2,5,2,5.0,5,4,4,5,The Adventurer,esIYMCGNnk
3,1,1,5,1,2.0,5,3,1,5,The Adventurer,9ClzRBU97l
5,4,3,4,4,5.0,3,3,5,4,The Adventurer,aQZmeDLsST
5,1,2,3,1,5.0,5,5,1,2,The Adventurer,pQ2wF1A8eB
5,4,5,3,1,4.0,3,5,2,4,The Adventurer,0DLG6kSOtj
2,1,5,2,1,3.0,5,2,1,5,The Adventurer,mCkEYpuecT
4,2,5,1,3,1.0,4,1,1,2,The Adventurer,ZS9iHci3eG
5,1,2,2,2,4.0,5,3,2,5,The Adventurer,YaiaBki95E
3,5,4,2,1,4.0,5,3,1,2,The Adventurer,Tg7g6gzP5w
3,4,1,4,1,4.0,5,3,4,2,The Adventurer,RyvQ4R5y6C
2,2,5,5,2,2.0,5,5,4,2,The Adventurer,7nxQxDBQ3I
3,2,4,5,2,4.0,3,1,3,1,The Adventurer,jPUvcZOY8J
5,1,1,2,5,4.0,5,1,4,3,The Adventurer,HO3sanogj3
5,3,4,2,1,2.0,4,3,5,2,The Adventurer,BuKfC89Tu5
5,5,2,5,3,4.0,3,1,1,4,The Adventurer,ocH7BWYSdJ
5,2,1,5,3,1.0,3,2,2,2,The Adventurer,j0zUQwpBxG
5,4,4,5,4,4.0,3,3,1,3,The Adventurer,VkxaKJ1wJI
5,5,3,3,4,3.0,5,4,1,4,The Adventurer,7edpYHq6HC
4,4,1,1,1,1.0,5,1,5,2,The Adventurer,zQGAHeEcKq
2,5,5,5,5,3.0,5,2,4,4,The Adventurer,6bMYLsg3Uk
4,2,4,2,2,4.0,5,5,3,2,The Adventurer,1tQDaqhjf4
3,1,5,1,5,4.0,3,4,4,5,The Adventurer,4GNNCNzPNo
5,4,3,5,4,4.0,5,3,1,1,The Adventurer,JpWwNRNwMb
3,5,1,1,1,1.0,5,5,1,2,The Adventurer,fxDPy6FS2r
5,1,4,5,1,5.0,3,2,1,2,The Adventurer,QOBtTVU1BW
5,1,5,4,2,5.0,5,1,1,5,The Adventurer,Dyjz3nJ300
4,4,5,5,3,5.0,3,4,2,2,The Adventurer,wDwguezQmS
2,5,4,5,4,5.0,3,4,4,5,The Adventurer,7HAMbXQ0wi
2,2,3,5,1,3.0,3,1,5,1,The Adventurer,EzGoj3qfjF
3,5,4,4,4,5.0,4,5,5,5,The Adventurer,HvFgnqM4fF
4,2,1,5,4,2.0,4,4,1,2,The Adventurer,qkdVmAO1W6
5,5,4,3,1,1.0,5,5,4,5,The Adventurer,7fUxOLngRB
4,1,1,4,4,1.0,5,4,1,3,The Adventurer,Kqz751MT5J
4,3,3,4,1,1.0,5,4,2,2,The Adventurer,0bDpVKI91d
4,2,1,2,4,4.0,5,1,3,1,The Adventurer,8Cdxfv0ZR2
4,2,1,5,3,2.0,5,2,1,2,The Adventurer,nLWPE3uHm8
5,1,3,5,2,1.0,5,2,4,2,The Adventurer,3EajOAExxz
5,2,5,2,4,1.0,5,2,3,4,The Adventurer,ZkoKxCS1xB
3,5,1,4,3,4.0,3,3,5,2,The Adventurer,lg4037w6wP
3,4,2,2,2,5.0,4,1,1,3,The Adventurer,g2XG47lqYb
5,5,4,4,5,5.0,4,1,2,2,The Adventurer,G63MNHtWl4
2,3,5,1,1,1.0,4,2,3,2,The Adventurer,by1XchDDh6
5,1,5,2,1,1.0,3,4,3,1,The Adventurer,j62fSgileC
5,4,2,3,1,2.0,5,5,2,4,The Adventurer,Y1ekMrD5Y2
3,4,3,5,5,5.0,4,5,2,4,The Adventurer,dcLWMsWYgK
